职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['市场经理'],['1.5-2.5万/月'],['广东正品信息科技有限公司'],['民营公司| 150-500人| 互联网/电子商务 计算机软件'],['上班地址 : 棠东东路7号御富科贸园C1栋二楼全层'],['广州-天河区'],['8-9年工作经验'],['大专'],['1人'],['2019-09-13'],
['NLP'],['2-3.5万/月'],['深圳市有豆科技有限公司'],['民营公司| 500-1000人| 计算机软件'],['上班地址 : 新安街道华美居商务中心646'],['深圳-宝安区'],['5-7年工作经验'],['本科'],['1人'],['2019-09-13'],
['电商运营总监'],['1-1.5万/月'],['湖北如华资产管理有限公司'],['民营公司| 150-500人| 专业服务(咨询、人力资源、财会) 金融/投资/证券'],['上班地址 : 中建广场B-22'],['武汉-武昌区'],['3-4年工作经验'],['大专'],['若干人'],['2019-09-13'],
['解决方案工程师'],['0.8-1.2万/月'],['浙江一舟电子科技股份有限公司'],['民营公司| 1000-5000人| 原材料和加工 通信/电信/网络设备'],['上班地址 : 宁波鄞州区姜山镇高压路6号'],['宁波-鄞州区'],[],[],['1人'],['2019-09-13'],
['外贸业务员/亚马逊运营（底薪应届生5k起+包住）'],['0.6-1万/月'],['迪斯凡电商科技（深圳）有限公司'],['外资（非欧美）| 少于50人| 互联网/电子商务 贸易/进出口'],['上班地址 : 观湖街道鹭湖社区高新园多彩科技城'],['深圳-龙华新区'],['无工作经验'],['大专'],['2人'],['2019-09-13'],
['中药销售代表'],['0.8-1万/月'],['康美健康产业投资有限公司'],['民营公司| 10000人以上| 制药/生物工程'],['上班地址 : 福田区下梅林泰科路3号康美药业'],['深圳'],['1年工作经验'],['本科'],['若干人'],['2019-09-13'],
['外贸电子商务专员'],['3.5-8千/月'],['阳西赛络科技有限公司'],['民营公司| 少于50人| 互联网/电子商务'],['上班地址 : 阳西县县城富豪大道109号'],['阳江'],['1年工作经验'],['大专'],['3人'],['2019-09-13'],
['产品经理'],['0.6-1万/月'],['深圳前瞻资讯股份有限公司'],['民营公司| 150-500人| 专业服务(咨询、人力资源、财会) 文字媒体/出版'],['上班地址 : 深圳市福田区红荔西路第壹世界广场A座19楼全层'],['深圳-福田区'],['2年工作经验'],['本科'],['1人'],['2019-09-13'],
['JAVA工程师'],['0.8-1.5万/月'],['丽珠医药集团股份有限公司'],['民营公司| 1000-5000人| 制药/生物工程'],['上班地址 : 珠海市金湾区创业北路38号丽珠工业园'],['珠海-金湾区'],['3-4年工作经验'],['本科'],['1人'],['2019-09-13'],
['业务经理（数据分析）'],[],['中国银行股份有限公司湖南省分行'],['国企| 5000-10000人| 银行'],['上班地址 : 长沙市'],['长沙'],['本科'],[],['1人'],['2019-09-13'],主要工作职责：1、负责客户整体数据的打标分析，负责大数据应用平台建设，组织网络金融业务各类数据模型的建设和应用，提供面向业务与客户的数据分析与决策支持；2、负责大数据类产品的营销推广工作及业务考核指标的完成；3、负责重点客户、重点项目个性化客户服务基于大数据产品的服务方案的制定。基本任职资格条件：1、具备2年及以上相关工作经历；2、全日制大学本科及以上学历；3、熟悉数据仓库理论，熟悉数据统计和数据挖掘专业知识；4、熟练掌握Oracle、Sqlserver等数据库的一种或多种，能熟练使用SQL分析数据，熟练使用数理统计、数据分析、数据挖掘工具软件（SAS、R、Python、tableau等的一种或多种）；5、参与过数据挖掘项目，使用过逻辑回归、神经网络、决策树、聚类等的一种或多种建模方法，对数据采集、处理、建模、部署和应用有一定了解者优先；6、年龄一般不超过30周岁。
['初级数据分析师（周末双休）'],['5-7千/月'],['成都达拓智通科技有限公司'],['民营公司| 少于50人| 互联网/电子商务 计算机软件'],['上班地址 : 二环路南四段51号莱蒙都会2栋1303'],['成都-武侯区'],['1年工作经验'],['本科'],['1人'],['2019-09-13'],
['合肥链家销售+带薪培训+高额提成+底薪5K'],['0.7-1.4万/月'],['合肥链家宝业房地产经纪有限公司'],['民营公司| 10000人以上| 房地产'],['上班地址 : 就近分配'],['合肥'],['本科'],[],['15人'],['2019-09-13'],
['数据分析师'],['5-8千/月'],['深圳市马路科技有限公司'],['民营公司| 150-500人| 互联网/电子商务'],['上班地址 : 东环一路皇嘉中心B座6楼整层'],['深圳-龙华新区'],['本科'],[],['1人'],['2019-09-13'],
['销售/底薪5k/就近安排/定期旅游'],['0.8-1万/月'],['南京链家房地产经纪有限公司'],['民营公司| 1000-5000人| 房地产 中介服务'],['上班地址 : 三牌楼'],['南京-鼓楼区'],['无工作经验'],['大专'],['5人'],['2019-09-13'],
['开发经理/技术专家（python）'],['2-3万/月'],['达观数据'],['民营公司| 150-500人| 计算机软件'],['上班地址 : 浦东新区 - 亮秀路112号Y1座'],['上海-浦东新区'],['本科'],[],['1人'],['2019-09-13'],
['数据分析'],['6-8千/月'],['浙江宝业住宅产业化有限公司'],['民营公司| 500-1000人| 房地产'],['上班地址 : 越城二环东路与涂山路交叉口宝业四季园'],['绍兴'],[],[],['1人'],['2019-09-13'],岗位职责：对学习APP后台数据模型的建设与数据抓取整理；信息化部门信息化体系建设。1、建模；2、数据抓取；3、数据异常问题的处理；4、其他需要接受的工作。岗位要求：1、本科或硕士学历，985/211高校毕业；2、计算机专业（计算机应用技术或云计算专业方向）、大数据采集与管理专业、统计学专业应届生优先。薪酬：应届本科毕业生首年6-10万，硕士8-15万。
['广州 链家招聘 销售 有无经验均可 无责底薪5K起'],['0.8-1万/月'],['广东链家房地产经纪有限公司'],['民营公司| 1000-5000人| 房地产'],['上班地址 : 番禺区洛溪南浦地铁2号线丽江花园小区'],['广州-番禺区'],['无工作经验'],['大专'],['6人'],['2019-09-13'],【入职要求】（1）统招大专学历，专业不限，20—35 岁，工作经验不限；（3）抗压能力强，吃苦耐劳，为人诚信，脚踏实地；（4）普通话标准，有亲和力，具备良好的沟通能力；（5）具有敬业精神及服务意识，执行力强，有团队合作精神。【工作职责】（1）负责房源的开发和接待，根据业主的售房要求制定销售计划；（2）负责客户的开发和接待工作，了解客户的购房需求，根据客户的购房要求为客户匹配合适房源，带客户实地看房；（3）为客户提供专业精准的购房、贷款相关咨询及资质审核服务；（4）促成买卖双方签署合法有效的买卖合同；【福利待遇】（1）薪资福利：试用期底薪统招大专5000本科6000元，转正后28%-77%提成（2）晋升空间：房产经纪人--店经理--商圈经理--区域总监--运营总经理（3）其他福利：完善的社保+员工互助金+购房优惠+员工旅游+带薪年假+节假日礼品【培训体系】1.新员工入职训-了解公司文化体系，快速融入团队，加快成长；2.门店带教-一对一培训带教，熟悉房产交易流程；3.区域培训OJT-边工作边学习，实践出真知；4.雏鹰计划-帮助储备精英明确角色定位和职责，学习必备的管理技能；5.多媒体课堂-在线培训课程，让您的学习更便捷更丰富；6.MOT培训-注重服务细节，帮助您为客户提供高品质服务；7.国际化国际知名营销课程培训，定期区域沙龙分享交流经验。链家集团简介链家集团成立于2001年，总部位于北京。目前已覆盖北京、上海、广州、深圳、天津、成都、青岛、重庆、大连、合肥等32个地区，全国门店数量约8000家，旗下经纪人超过15万名。为不断提高购房服务体验，链家积极布局线上平台，目前线上已覆盖PC端、链家APP、链家网手机版等终端，是具备集房源信息搜索、产品研发、大数据处理、服务标准建立为一体的综合型房产服务平台。平台为买卖双方用户提供全面真实的房产相关信息及咨询服务，并满足用户估价、约带看等个性化服务。旨在不断提高服务效率、提升服务体验，为用户提供更安全、更便捷、更舒心的综合房产服务。链家是以数据驱动的全价值链房产服务平台，通过从线上到线下的闭环服务，帮助用户高效、优质的买卖和租赁房屋，安一个称心满意的家。我们的业务覆盖新房、二手房、海外房产、租赁和旅居等创新业务。链家作为一个数据驱动的O2O平台，通过以下的一些数字，会让你更清楚的理解链家
['中高级Java开发工程师'],['1.5-1.6万/月'],['深圳市利汇电子商务科技有限公司'],['民营公司| 50-150人| 互联网/电子商务'],['上班地址 : 阳光科创中心A座3108'],['深圳-南山区'],['3-4年工作经验'],['本科'],['3人'],['2019-09-13'],
['预结算员（广州）'],['5-8千/月'],['广东金馨建筑装饰设计工程有限公司'],['民营公司| 50-150人| 家居/室内设计/装潢 影视/媒体/艺术/文化传播'],['上班地址 : 广州市越秀区东风中路268号交易广场1201室自编B室'],['广州-越秀区'],['2年工作经验'],['大专'],['若干人'],['2019-09-13'],
['运维服务部门经理'],['1.5-3万/月'],['广州西麦科技股份有限公司'],['民营公司| 50-150人| 计算机软件 通信/电信/网络设备'],['上班地址 : 广州市黄埔区科学城科丰路31号G5栋2楼203'],['广州'],['8-9年工作经验'],['本科'],['1人'],['2019-09-13'],
['PHP开发工程师'],['1-1.5万/月'],['江苏三六五网络股份有限公司'],['上市公司| 1000-5000人| 互联网/电子商务 房地产'],['上班地址 : 省建大厦'],['南京-建邺区'],['本科'],[],['2人'],['2019-09-13'],
['CRM主管（线上会员营销）'],['1-1.8万/月'],['露乐健康科技（广州）有限公司'],['外资（欧美）| 500-1000人| 快速消费品(食品、饮料、化妆品) 批发/零售'],['上班地址 : 科技园建中路36号露乐国际大厦11楼(交通银行楼上）'],['广州-天河区'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['嵌入式软件工程师'],['1.5-2.5万/月'],['深圳微自然创新科技有限公司'],['民营公司| 1000-5000人| 互联网/电子商务 电子技术/半导体/集成电路'],['上班地址 : 观光路1301号银星科技大厦B901'],['深圳-龙华新区'],['3-4年工作经验'],['本科'],['2人'],['2019-09-13'],
['会计'],['6-8千/月'],['明远信息技术（广东）有限公司'],['民营公司| 少于50人| 法律'],['上班地址 : 天河北路470号402      电话：87517116'],['广州-天河区'],['3-4年工作经验'],['本科'],['若干人'],['2019-09-13'],任职要求：1.   本科及以上学历，会计相关专业，具有中级会计师职称；2.   熟悉操作会计全盘账目，熟悉操作金蝶、用友等财务软件；3.   三年以上会计工作经验，有移动互联网、大数据及软件行业经验优先；4.   熟悉国家会计制度法规、熟悉国家及地方财经、会计、审计、税务法规，熟悉相关税收优惠的工作（高新技术企业、高新企业加计扣除、统计报表等事宜）；5.   具备一定的综合协调能力和分析能力；6.   诚实守信、责任心强、作风严谨、工作仔细认真、有良好的纪律性、团队合作以及开拓创新精神，忠诚度高。备注：***。
